CLIENT_NUM,EN_CLIENT_NM_AN,FR_CLIENT_NM
315647,Target Canada,null
315665,Intellectual Property Institute of Canada,L’Institut de la propriété intellectuelle du Canada
315685,Insurance Brokers Association of Canada,Association des courtiers d’assurance du Canada
315705,Wooky Entertainment Inc,Divertissement Wooky Inc
315725,Target Canada,null
315745,Babcock & Wilcox Canada Ltd.,null
315765,Athabasca Oil Sands Corporation,null
315766,Athabasca Oil Sands Corporation,null
315767,Slemon Park Corp.,null
315785,Independent Broadcasters Group (IBG),Le groupe de diffuseurs indépendant (GDI)
315786,Babcock & Wilcox Canada Ltd.,null
315805,Canadian Medical Association,Association medicale canadienne
315825,BASF Canada Inc.,null
315845,Fortune Minerals,null
315865,Canadian Independent Music Association,null
315885,Advanced Greenhouse Technologies,null
315905,Accelero Capital,null
315945,Babcock & Wilcox Canada Ltd.,null
315965,EHT International Inc.,EHT International Inc.
315985,MCAP Commercial LP,null
316005,Canadian Medical Association,Association médicale canadienne
316025,Canadian Counselling and Psychotherapy Association,Association canadienne de counseling et psychothérapie
316045,Tata Consultancy Services Canada,null
316065,Skotidakis Goat Farm,null
316085,DATA & AUDIO-VISUAL ENTERPRISES WIRELESS INC.,null
316086,Nature's Own Rx Inc.,null
316087,Independent Broadcasters Group (IBG),Le groupe de diffuseurs indépendant (GDI)
316105,Kelowna Flightcraft,null
316125,Insurance Brokers Association of Canada,Association des courtiers d’assurance du Canada
316126,Canadian Counselling and Psychotherapy Association,Association canadienne de counseling et psychothérapie
316145,Linde North America Inc.,null
316165,null,Dcade Snowscoots
316166,Consorzio del Prosciutto di Parma,null
316167,null,EDF EN Canada Développement Inc. / EDF EN Canada Inc.
316185,Newcon Optik,null
316186,Northern FN Health Care Services Limited,null
316187,Ontario Hospital Association,null
316205,Consorzio del Prosciutto di Parma,null
316206,ENCANA CORPORATION,null
316225,Boehringer Ingelheim (Canada) Ltd,null
316245,Aamjiwnaang First Nation,null
316265,Parachute - Leaders in injury prevention,null
316285,I.E. Canada (Canadian Association of Importers and Exporters),Association canadienne des importateurs et exportateurs
316286,Climate Change and Emissions Management Corporation (CCEMC),null
316305,MPM Brain Injury Foundation,null
316345,Journalists for Human Rights,null
316365,The Co-operators Group Limited,Groupe Co-operators limitée
316385,The Co-operators Group Limited,Groupe Co-operators limitée
316405,The Co-operators Group Limited,Groupe Co-operators limitée
316406,The Co-operators Group Limited,Groupe Co-operators limitée
316407,The Co-operators Group Limited,Groupe Co-operators limitée
316425,The Co-operators Group Limited,Groupe Co-operators limitée
316445,Slemon Park Corp.,null
316465,9109-4441 Québec Inc. (Pompaction | Intel'eau ou Pompaction - Saguenay),9109-4441 Québec Inc. (Pompaction | Intel'eau ou Pompaction - Saguenay)
316485,Insurance Brokers Association of Canada,Association des courtiers d’assurance du Canada
316486,The Federation of Medical Regulatory Authorities of Canada,La Fédération des ordres des médecins du Canada
316505,Journalists for Human Rights,null
316525,Serco DES Inc.,null
316545,Chemistry Industry Association of Canada,Association canadienne de l'industrie de la chimie
316565,Canadian Alliance on Mental Illness and Mental Health,Alliance canadienne pour la maladie mentale et la santé mentale
316605,United Van Lines (Canada) Ltd.,null
316625,NoviFlow Inc.,null
316645,Canadian Association of Radiologists,Association Canadienne des Radiologistes
316665,Linde North America Inc.,null
316666,Journalists for Human Rights,null
316685,Avalon Rare Metals Inc,null
316705,Arthur Andersen Consulting Inc.,null
316745,Reckitt Benckiser (Canada),null
316746,Canadian Welding Bureau,Le Bureau Canadien du Soudage
316747,eBay,null
316765,Ebb & Flow First Nation,null
316785,MV1 Canada,null
316825,Canadian 4-H Council,null
316826,Tata Consultancy Services Canada,null
316865,Canadian Wood Council CWC,Le Conseil canadien du bois CCB
316866,Vanoil Energy Ltd.,null
316885,Ebb & Flow First Nation,null
316905,Pulse Canada,Pulse Canada
316906,Cape Breton University,null
316925,Imperial Metals Corporation,null
316945,Linde North America Inc.,null
316965,Manitoba Metis Federation,null
316985,Ontario Independent Appraisers Association,null
317005,Canadian 4-H Council,null
317025,Alberta Industrial Heartland Association,null
317045,Southern Railway of British Columbia,null
317046,Kitimat Clean,null
317066,Canadian Western Bank,Banque Canadienne de l'Ouest
317067,Stonemill Bakehouse Ltd.,Stonemill Bakehouse Ltd.
317085,Cash Store Financial,null
317086,Journalists for Human Rights,null
317087,INTERNATIONAL TRADEMARK ASSOCIATION,null
317105,Monster Canada,Monster Canada
317125,Servier Canada Inc.,Servier Canada Inc.
317165,Dassault Aviation,null
317185,CS Financial,null
317205,Unmanned Systems Canada,Systemes Telecommandes Canada
317225,Alderville First Nation,null
317245,Entertainment One Ltd.,null
317265,CANADIAN VEHICLE MANUFACTURERS' ASSOCIATION,Association canadienne des constructeurs de véhicules
317266,Ebb & Flow First Nation,null
317285,Waterloo Tech Fund,null
317305,Coast Capital Savings Credit Union,null
317325,McInnis Cement,null
317345,Tahoe Resources Inc.,null
317365,Tahoe Resources Inc.,null
317385,Tahoe Resources Inc.,null
317405,EDF EN Canada Inc.,EDF EN Canada Développement Inc.
317425,3M CANADA COMPANY,null
317445,McInnis Cement,null
317446,McInnis Cement,null
317505,Teekay Shipping (Canada) Ltd.,null
317525,Credit Union Central of Canada,null
317565,CP Great Lakes & West Indies Steamships Ltd,null
317585,Coast Capital Savings Credit Union,null
317605,JTI Macdonald Corporation,null
317606,Owen & Company Limited,null
317607,Friends of Simon Wiesenthal Center,null
317625,Alberta Enterprise Group,null
317645,Canadian Music Publishers Association,null
317646,Writers Guild of Canada,null
317665,Canadian Marine Pilots' Association,null
317666,Handicap International Canada,null
317667,Vale Canada Ltd.,null
317668,Canadian National Railway,null
317685,BCE Inc.,BCE inc.
317705,Mazzetta Company LLC,null
317706,Advanced Greenhouse Technologies,null
317707,Nature's Own Rx Inc.,null
317708,Intuit Inc.,null
317725,Canadian Wood Council,Le Conseil Canadien du Bois
317745,Canadian Planning & Design Consultants Inc.,null
317765,Canadian Association of Forest Owners,Association canadienne des propriétaires forestiers
317785,TELUS Corporation,null
317805,BCE Inc.,BCE inc.
317806,BCE Inc.,BCE inc.
317807,TELUS Corporation,null
317825,BCE Inc.,BCE inc.
317826,BCE Inc.,BCE inc.
317827,BCE Inc.,BCE inc.
317845,TELUS Corporation,null
317846,BCE Inc.,BCE inc.
317847,BCE Inc.,BCE inc.
317848,BCE Inc.,BCE inc.
317849,BCE Inc.,BCE inc.
317850,TELUS Corporation,null
317851,BCE Inc.,BCE inc.
317852,TELUS Corporation,null
317853,TELUS Corporation,null
317854,TELUS Corporation,null
317855,TELUS Corporation,null
317865,TELUS Corporation,null
317866,TELUS Corporation,null
317885,BCE Inc.,BCE inc.
317925,Rogers Communications Inc.,null
317945,Rogers Communications Inc.,null
317946,Rogers Communications Inc.,null
317947,Rogers Communications Inc.,null
317948,Rogers Communications Inc.,null
317949,Rogers Communications Inc.,null
317950,Rogers Communications Inc.,null
317951,Rogers Communications Inc.,null
317952,Rogers Communications Inc.,null
317953,Rogers Communications Inc.,null
317954,Rogers Communications Inc.,null
317955,Rogers Communications Inc.,null
317965,Rogers Communications Inc.,null
317985,Nova Chemicals,null
318005,Loblaw Companies Limited,null
318006,Crohn's and Colitis Canada,Crohn et Colite Canada
318025,Conference for Advanced Life Underwriting (CALU),null
318026,Conference for Advanced Life Underwriting (CALU),null
318045,Aerospace Industries Association of Canada (AIAC),Association des Industries Aerospatiales du Canada (AIAC)
318065,null,Imports Dragon
318066,Oberthur Technologies of Canada Inc.,null
318085,Genfoot Inc.,null
318105,Kamloops Homelessness Action Plan,null
318125,Canadian Airports Council,null
318185,Alderville First Nation,null
318186,Canadian Orthopaedic Association,L'association Canadienne D'Orthopedie
318205,Flying Post First Nation,null
318226,Red Rock First Nation,null
318245,General Dynamics Information Technology Canada Ltd.,null
318265,Canadian Trucking Alliance,Alliance Canadienne du Camionnage
318266,Canadian Airports Council,null
318267,Canadian Airports Council,null
318268,Canadian Airports Council,null
318285,Auto Lux Ltd Operating as Rapid City Transportation,null
318305,National Foodservice Distributors Association (Canada),Association Nationale des Distributeurs Alimentaires (Canada)
318325,Canadian Airports Council,null
318345,Ontario Centres of Excellence,null
318365,Express Scripts Canada,null
318385,Colossus Minerals Inc.,null
318405,Association of Chartered Certified Accountants (ACCA),null
318406,The Standard Life Assurance Company of Canada,null
318425,Monster Canada,null
318445,Monster Canada,null
318465,McInnis Cement,null
318485,Tim Hortons Inc.,null
318486,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318505,Canadian Pacific Limited,Canadien pacifique limitée
318525,AAA INTERNET PUBLISHING INC.,null
318545,Mobile Data Technologies Ltd,null
318565,Yellowknives Dene First Nation,null
318585,Lutsel K'e Dene First Nation,null
318605,Tlicho Government,null
318606,Commonwealth Aggregate Company,null
318625,National Allied Golf Associations,null
318626,Batchewana Band Industries Limited,null
318645,Canadian Ferry Operators Association,Association canadienne des opérateurs de traversiers
318665,Loblaw Companies Limited,null
318685,Theratechnologies Inc.,null
318725,Birch Hill Equity Partners Management Inc.,null
318745,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318747,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318748,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318749,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318750,RAILWAY ASSOCIATION OF CANADA (THE) (RAC),L'Association des chemins de fer du Canada (ACFC)
318765,LeadNow Society,A L'action
318785,Titanium Corporation,null
318805,null,sea escape marine.com
318825,Canadian Independent Music Association,null
318845,Louisiana Pacific Corporation,null
318846,Campus Stores Canada,null
318865,Louisiana Pacific Corporation,null
318885,Louisiana Pacific Corporation,null
318905,Mempore Corporation,null
318925,The Canadian Chiropractic Association,L'Association Chiropratique Canadienne
318945,Essar Steel Algoma Inc.,null
318965,Canadian Psychiatric Association,l’Association des psychiatres du Canada
318985,Canadian Chiropractic Association,null
319005,Canadian Psychiatric Association,L'Association des psychiatres du Canada
319025,Entertainment Software Association of Canada,Association Canadienne du Logiciel de Divertissement
319045,National Association of Software and Services Companies (NASSCOM),null
319065,National Association of Software and Services Companies (NASSCOM),null
319085,Ontario Network of Victim Service Providers,null
319105,Harvest Operations Corp.,null
319125,null,Les Boiseries Leblanc
319145,Entertainment Software Association of Canada,Association Canadienne du Logiciel de Divertissement
319165,Retail Council of Canada,Conseil canadien du commerce de détail
319185,National Association of Career Colleges,Association nationale des collèges de carrière
319205,Atco Structures and Logistics Ltd.,null
319245,George Brown,null
319246,David  Totten,null
319265,Canadian Pacific Limited,Canadien pacifique limitée
319285,Loud Crow Interactive Inc.,null
319305,Blanchelle Inc.,Blanchelle Inc.
319325,TransCanada,TransCanada
319345,Entertainment One Ltd.,null
319365,null,CODE-SM (Corporation de développement de Sainte-Monique)
319385,CF Chemicals Ltd.,null
319405,Atco Structures and Logistics Ltd.,null
319406,Atco Structures and Logistics Ltd.,null
319445,Canadian Independent Petroleum Marketers Association,null
319465,Canadian Life and Health Insurance Association Inc.,Association canadienne des compagnies d'assurances de personnes inc.
319485,Canadian Life and Health Insurance Association Inc.,association canadienne des compagnies d'assurances de personnes inc.
319525,Entertainment One Ltd,null
319545,Entertainment One Ltd.,null
319565,Candu Energy Inc.,null
319585,Efficiency Nova Scotia Corporation,null
319625,Saskatchewan Telecommunications,null
319645,Ultra Electronics TCS,null
319665,Commonwealth Aggregate Company,null
319666,Commonwealth Aggregate Company,null
319685,Krio Descendent Union in Canada (KDU Canada),null
319705,Oberthur Technologies of Canada Inc.,null
319725,Global Advocates for Improved Mental Health (G-AIM),null
319745,Canadians for Safe Technology,null
319765,Canadian Life and Health Insurance Association Inc.,Association canadienne des compagnies d'assurances de personnes inc.
319785,BHP Billiton Canada Inc.,null
319805,General Dynamics Information Technology Canada Ltd.,null
319825,Alzheimer Society of Canada,Société Alzheimer du Canada
319865,First Nations Education Steering Committee,null
319885,AAA Internet Publishing Inc,null
319905,Mobile Data Technologies Ltd,null
319925,Saskatchewan Telecommunications,null
319945,Partners for Mental Health,Partenaires pour la santé mentale
319946,I.E. Canada (Canadian Association of Importers and Exporters),Association canadienne des importateurs et exportateurs
319965,Vancouver Shipyard Co. Ltd.,null
319985,Canadian Steel Producers Association,L'Association canadienne des producteurs d'acier
319986,Enbridge Inc.,null
320005,Canadian Public Works Association,Association Canadienne des Travaux Publics
320025,Canadian Wildlife Federation (CWF),Fédération canadienne de la faune (FCF)
320026,The Financial Advisors Association of Canada,L'Association des Conseillers En Finance Du Canada
320027,Music Canada,null
320028,Canadian Media Production Association,Association canadienne de production de média
320029,Music Canada,null
320030,Alberta Urban Municipalities Association,null
320031,Dominion Diamond Corp.,null
320033,The Shaw Rocket Fund,null
320034,Entertainment One Ltd.,null
320045,MARINE INSTITUTE OF MEMORIAL UNIVERSITY,null
320065,First Nations Education Steering Committee,null
320085,Ivanhoé Cambridge Inc.,null
320105,Canadian Media Production Association,Association canadienne de production de média
320125,Glencore Xstrata plc,null
320165,Nexen Energy ULC,null
320185,Avis de Recherche,Avis de Recherche
320205,Danier Leather Inc,null
320245,Canadian Hydropower Association,null
320265,Canadian Hydropower Association,Association canadienne de l'hydroélectricité
320285,Harvest Operations Corp.,null
320305,Barrick Gold Corporation,Société Aurifère Barrick
320325,Canadore College,null
320345,Biovelia inc.,Biovelia inc.
320365,Lumed inc.,Lumed inc.
320385,RR Donnelley,null
320405,Canadian National Railway,null
320445,Yamana Gold Inc.,null
320446,Engineers Canada,Ingenieurs Canada
320465,null,Syndicat des producteurs de Lait de Québec
320485,Danier Leather Inc,null
320486,Danier Leather Inc,null
320505,Accelero Capital,null
320525,Yamana Gold Inc.,null
320526,Yamana Gold Inc.,null
320545,World University Service of Canada (WUSC),Entraide universitaire mondiale du Canada (EUMC)
320565,Adobe Systems Inc.,null
320586,Ceryx Inc.,null
320587,CommVault,null
320589,G4S Secure Solutions (Canada) Limited,null
320590,Juniper Networks,null
320625,Spirits Canada,null
320645,Shaw Communications,null
320665,Ontario Centres of Excellence,null
320666,Ontario Centres of Excellence,null
320685,Funeral Service Association of Canada,Association des Services Funéraires du Canada
320705,null,Orphelinat Saint Frère André (Canada)
320725,Association of Consulting Engineering Companies - Canada,Association des firmes d'ingénieurs-conseils - Canada
320745,Canadian Health Food Association,Association canadienne des aliments de santé
320765,World University Service of Canada (WUSC),Entraide universitaire mondiale du Canada (EUMC)
320785,null,Bell Helicopter Textron Canada Ltée
320805,Omega Laboratories Limited,Laboratoires Omega Limitée
320825,null,Québec Numérique
320826,Canadian Standards Association,null
320865,Canadian Health Food Association,Association canadienne des aliments de santé
320866,Association of Consulting Engineering Companies - Canada,Association des firmes d'ingénieurs-conseils - Canada
320885,Tim Hortons Inc.,null
320905,Louisiana Pacific Corporation,null
320925,Canadian Alliance on Mental Illness and Mental Health,Alliance canadienne pour la maladie mentale et la santé mentale
320965,Sherritt International Corporation,null
320966,The Canadian Dental Hygienists Association,l'Association canadienne des hygiénistes dentaires
320985,Citibank Canada,null
321005,Avis de Recherche TV,Avis de Recherche TV
321025,Chartered Professional Accountants of Canada,null
321045,Vale Canada Limited,null
321065,World Arctic Forum(Via the Parliamentary Group),World Arctic Forum(A travers Le Groupe Parlementaire)
321085,Abu Dhabi National Energy Company PJSC (TAQA),null
321105,Dairy Farmers of Ontario,null
321145,Multiple Sclerosis Society of Canada,Société canadienne de la sclérose en plaques
321185,null,Fédération des producteurs de lait du Québec
321205,Deloitte Canada,null
321225,Shaw Communications,null
321245,BHP Billiton Canada Inc.,null
321265,Doheny Productions Inc.,null
321285,Efficiency Nova Scotia Corporation,null
321305,Northern Micro,null
321325,Canadian Consortium of Ocean Research Universities,null
321345,Kinder Morgan Canada Inc,null
321365,Constellation Brands,null
321385,Canadian Medical Association,Association medicale canadienne
321405,Sysco Canada,null
321425,Ashland Canada Corp.,null
321445,Canadian Consortium of Ocean Research Universities,Consortium universitaire canadien en sciences de la mer
321446,Ashland Canada Corp.,null
321465,Canadian Fertilizer Institute,Institut Canadian des Engrais
321485,Vancouver Island University,Université de l'Ile de Vancouver
321505,Canadian Fertilizer Institute,Institut canadien des engrais
321525,Canadian Gas Association,Association Canadienne du Gaz
321545,Canadian Gas Association,Association Canadienne du Gaz
321565,IPEX Management Inc.,null
321585,Royal Bank of Canada,la Banque Royale du Canada
321605,Ashland Canada Corp.,null
321625,PotashCorp,null
321645,Chemistry Industry Association of Canada,Association canadienne de l'industrie de la chimie
321665,Christian Labour Association of Canada,null
321685,Takeda Canada Inc.,null
321705,Fund Energy Investment Holdings Co. Ltd.,null
321725,Canadian Sailing Excellence Inc.,null
321745,Goldcorp Inc.,null
321766,Canadian Alliance of Student Associations,Alliance canadienne des associations etudiantes
321785,Sunwing Airlines Inc.,null
321805,null,RK Métalfab inc.
321825,Al Watt Consulting Inc. dba MariFarma Hydroponics Inc.,null
321845,Partners for Mental Health,Partenaires pour la santé mentale
321865,TransGlobe Energy Corporation,null
321885,Al Watt Consulting Inc. dba MariFarma Hydroponics Inc.,null
321905,Chartered Professional Accountants of Canada (CPA Canada),null
321925,Electric Mobility Canada,Mobilité électrique Canada
321945,AuRico Gold Inc.,null
321965,AuRico Gold Inc.,null
321985,Royal Bank of Canada,la Banque Royale du Canada
322025,Hitachi Data Systems Canada,null
322026,Embassy of the Republic of Turkey,null
322045,Shell Canada Limited,null
322065,NWT & Nunavut Chamber of Mines,null
322085,Canadian Fertilizer Institute,Institut Canadian des Engrais
322105,NJOY Inc.,null
322125,International Association of Heat and Frost Insulators and Allied Workers,null
322145,In Situ Oil Sands Alliance (through Canadian Strategy Group),null
322165,Sickle Cell Disease Association of Canada,Association D'Anemie Falciforme du Canada
322185,China Construction Bank,null
322205,Vision Rubrock Inc,null
322225,JEM 2018 Corporation,null
322245,B.C. LUMBER TRADE COUNCIL,null
322265,Fund Energy Investment Holdings Co. Ltd.,null
322305,Mosaic,null
322325,Nishnawbe Aski Nation,null
322345,Fund Energy Investment Holdings Co. Ltd.,null
322365,Thales Group Canada,null
322385,Cenovus Energy Inc.,null
322405,IGPC Ethanol Inc.,null
322425,National Access Canada,National Access Canada
322445,National Association of Friendship Centres,null
322505,Responsible Energy Inc.,null
322525,Clawd Technologies inc.,Les Technologies Clawd inc.
322545,Canadian Construction Association,l'Association canadienne de la construction
322565,H2CL Technologies inc.,Technologies H2CL inc.
322585,Commissionaires,Les Commissionnaires
322605,Union of Ontario Indians,null
322625,Nishnawbe Aski Nation,null
322645,Interactive Gaming Council Canada,null
322665,Power Workers' Union,null
322705,United Chief and Council of Minidoo Mnising (UCCMM,null
322725,Telus Corporation,null
322745,Fair Tax Treatment for Canadian Businesses,null
322746,ALS Canada,null
322765,Canadian Hydrogen and Fuel Cell Association,null
322785,Hitachi Data Systems Canada,null
322806,National Association of Friendship Centres,null
322865,Google Canada,null
322866,Christian Labour Association of Canada,null
322885,ALS Canada,null
322886,ALS Canada,null
322925,Shawanaga First Nation,null
322945,Viterra Inc.,null
322966,Canadian Home Builders' Association,null
322985,Attawapiskat First Nation,null
323005,Lake Carriers' Association,null
323025,M3 Technology Solutions Ltd.,null
323026,M3 Technology Solutions Ltd.,null
323045,Casselman Developments Limited,null
323085,Canadian Construction Association,l'Association canadienne de la construction
323086,Airbus Military,null
323105,Valero Energy Inc.,Énergie Valero Inc.
323125,The Alberta Ballet Company,null
323145,Fonds de solidarité FTQ,Fonds de solidarité FTQ
323146,Fonds de solidarité FTQ,Fonds de solidarité FTQ
323165,Lake Carriers' Association,null
323166,Dassault Aviation,null
323167,Lake Carriers' Association,null
323185,AgustaWestland,null
323205,International Association of Heat and Frost Insulators and Allied Workers,null
323225,Kootenai Tribe of Idaho,null
323245,Canadian Premature Babies Foundation,Fondation pour Bébés Prématurés Canadiens
323265,Vancouver Island University,Université de l'Ile de Vancouver
323285,RGA Life Reinsurance Company of Canada,null
323305,RGA Life Reinsurance Company of Canada,null
323325,Munich Life Management Company,null
323326,Munich Life Management Company,null
323327,Swiss Reinsurance Company Ltd.,null
323345,Swiss Reinsurance Company Ltd,null
323365,Shawanaga First Nation,null
323385,RGA Life Reinsurance Company of Canada,null
323405,Munich Life Management Company,null
323406,Swiss Reinsurance Company Ltd.,null
323426,RGA Life Reinsurance Company of Canada,null
323427,Munich Life Management Company,null
323445,Swiss Reinsurance Company Ltd.,null
323465,The 519 Church Street Community Centre,null
323485,Canadian Water Network,Réseau canadien de l’eau
323505,World Society for the Protection of Animals,Société Mondiale pour la Protection des Animaux
323506,Canadian Water Network,Réseau canadien de l’eau
323525,Verizon Communications Inc.,null
323545,Imperial Tobacco Canada Limited,null
323585,CANADIAN VEHICLE MANUFACTURERS' ASSOCIATION,Association canadienne des constructeurs de véhicules
323625,VimpelCom,VimpelCom
323645,Partners for Mental Health,Partenaires pour la sante mentale
323665,DCNS,null
323685,Canada Grains Council,null
323705,Credit Union Central of Canada,null
323725,Alzheimer Society of Canada,Société Alzheimer du Canada
323745,International Longshore and Warehouse Union - Canada,null
323765,Speech-Language and Audiology Canada,Orthophonie et Audiologie Canada
323785,Sickle Cell Disease Association of Canada,Association D'Anemie Falciforme du Canada
323826,Dominion Diamond Corp.,null
323845,Honda Canada Inc.,null
323865,Electrical Contractors Association of Ontario,null
323885,Ontario Cereal Industry Research Council,null
323905,Canadian Food Innovators,Innovateurs Canadiens en Alimentaire
323925,SASKATCHEWAN ASSOCIATION OF RURAL MUNICIPALITIES (SARM),null
323945,Canadian Nurses Association,Association des infirmieres et infirmiers du Canada
323965,Speech Language and Audiology Canada,Orthophonie et Audiologie Canada
323966,National Coalition Against Contraband Tobacco,La Coalition Nationale Contre Le Tabac de Contrebande
323985,Linde Canada Limited,null
324005,Nexter Systems,null
324025,Arthritis Alliance of Canada,L'Alliance de l'arthrite du Canada (AAC)
324045,Cyclone Manufacturing Inc,null
324065,Netflix Inc.,null
324085,Huntington Ingalls Industries,null
324105,Council of Canadian Academies,Conseil des académies canadiennes
324125,Association of Canadian Publishers,null
324126,Association of Canadian Publishers,null
324165,NWT & Nunavut Chamber of Mines,null
324185,Dow AgroSciences Canada Inc.,null
324205,NCC Development LP,null
324225,Wikiwar Heritage Council,null
324245,Canadian Alliance on Mental Illness and Mental Health,Alliance canadienne pour la maladie mentale et la santé mentale
324246,International Institute for Sustainable Development,Institut International du Développement Durable
324265,D&I Biotechnology inc.,D&I Biotechnologie inc.
324285,Fonds de solidarité FTQ,Fonds de solidarité FTQ
324305,Council of Ontario Universities,null
324306,Barilla Canada Inc.,null
324325,National Allied Golf Associations,null
324365,Association of Canadian Port Authorities,Association des administrations portuaires canadiennes
324366,The Shaw Rocket Fund,null
324385,Council of Ontario Universities,null
324405,National Trade Contractors Coalition of Canada (NTCCC),null
324425,United Chiefs and Councils of Mnidoo Mnising,null
324445,Canadian Energy Pipeline Association,association canadienne de pipelines d'énergie
324465,Enbridge Northern Gateway Pipelines,null
324485,Canadian Public Works Association,Association Canadienne des Travaux Publics
324505,BlackRock Metals Inc.,Métaux BlackRock inc
324525,National Association of Fleet Administrators,null
324565,Centerra Gold,null
324645,Ontario Bean Growers,null
324665,Arctic Fibre,null
324666,Centerra Gold,null
324686,Association of Canadian Publishers,null
324687,Dairy Farmers of Canada,Producteurs laitiers du Canada
324706,Association of Canadian Publishers,null
324746,Association of Canadian Publishers,null
324766,MMG Limited,null
324806,RUD Chain Inc.,null
324826,RUD Chain Inc.,null
324846,Citibank Canada,null
324866,Lung Cancer Canada (through Canadian Strategy Group),null
324886,Metro Vancouver,null
324906,Canadian Medical Association,Association médicale canadienne
324907,Canadian Medical Association,Association médicale canadienne
324908,Canadian Medical Association,Association médicale canadienne
324926,Canadian Medical Association,Association médicale canadienne
324927,Canadian Medical Association,Association médicale canadienne
324946,Canadian Nurses Association,Association des infirmieres et infirmiers du Canada
324966,Independent Broadcasters Group (IBG),Le groupe de diffuseurs indépendant (GDI)
324986,Morneau Sheppell Inc,null
325006,Alamos Gold Inc.,null
325026,Association of Chartered Certified Accountants (ACCA),null
325027,Sage Tea,null
325046,Canadian Association of Film Distributors and Exporters,null
325066,BIOTECanada,null
325086,Glencore Canada Corporation,null
325106,BIOTECanada,null
325126,WIND Mobile Canada,null
325146,Frog Lake Energy Resources Corp.,null
325166,Axia NetMedia Corporation,null
325186,National Trade Contractors Coalition of Canada (NTCCC),null
325187,HEALTHCARE OF ONTARIO PENSION PLAN,null
325206,Heart & Stroke Foundation of Canada,La Fondation des maladies du coeur du Canada
325226,Fur Institute of Canada,Institut de la fourrure du Canada
325246,Canadian Energy Pipeline Association,association canadienne de pipelines d'énergie
325286,Route 1 Inc.,null
325306,Turks & Caicos Development Organization of Canada,null
325307,Rocky Mountaineer Vacations,null
325326,iGPS Logistics LLC,null
325346,Iotron Industries Canada Inc.,null
325366,University of Victoria,null
325386,Writers Guild of Canada,null
325406,Right To Play,null
325426,Canadian Forum for International Democratic Development,null
325446,Woodfibre Natural Gas Limited,null
325466,Canadian Association of Forest Owners,Association Canadienne de Propriétaires Forestiers
325486,International Justice Mission Canada,null
325487,Alzheimer Society of Canada,Société Alzheimer du Canada
325488,Alzheimer Society of Canada,Société Alzheimer du Canada
325526,Canadian Coalition for Genetic Fairness,Coalition canadienne pour l'équité génétique
325527,Association of Canadian Publishers,null
325546,Vancouver Art Gallery,null
325566,Canadian Association of Film Distributors and Exporters,null
325586,Ontario Tender Fruit Producers' Marketing Board,null
325606,Embassy of the Republic of Turkey,null
325626,International Institute for Sustainable Development,Institut International du Développement Durable
325627,International Institute for Sustainable Development,Institut International du Développement Durable
325646,Canadian Psychological Association,Societe Canadienne de Psychologie
325666,International Institute for Sustainable Development,Institut International du Développement Durable
325686,Aecon Group Inc.,null
325706,Accenture Inc,null
325726,Information Technology Association of Canada,null
325746,Professor Michael Byers,null
325766,SICPA Holdings SA,null
325767,University of Victoria,null
325786,University of Victoria,null
325806,null,Groupe SAFRAN - SAGEM Defence
325826,Canadian Foundation for Healthcare Improvement,Fondation canadienne pour l'amélioration des services de santé
325846,null,Caisse Centrale de Réassurance
325866,Canada's Sports Hall of Fame,Pantheon des Sports Canadiens
325886,Canadian Psychological Association,Societe Canadienne de Psychologie
325906,Caisse Centrale de Réassurance,null
325926,National Trade Contractors Coalition of Canada (NTCCC),null
325946,Agricultural Institute of Canada,Institut Agricole du Canada
325966,null,Regroupement des événements majeurs internationaux
325986,Unifor,Unifor
326006,Progressive Contractors Association of Canada,null
326026,Huntington Ingalls Industries,null
326046,Constellation Brands,null
326086,Caisse Centrale de Reassurance,null
326087,Caisse Centrale de Reassurance,null
326106,Accenture Canada,null
326126,Swiss International Airlines Ltd.,null
326146,Michael Foods Canada Ltd.,null
326166,WireIE (Canada),null
326186,BG Canada,null
326206,Lax Kw'alaams,null
326226,Metadata Solutions,null
326246,Lundbeck Canada Inc.,null
326247,BAXTER CORP.,null
326266,Canadian Automobile Association,l'Association canadienne des automobilistes
326286,Heavy Duty Aftermarket Canada (HDAC),null
326306,Heavy Duty Distributor Council,null
326326,Permira Advisers LLP.,null
326346,National Hockey League Players Association,null
326347,Beef Farmers of Ontario,null
326386,Kinder Morgan Inc.,null
326406,Freestone International LLC,null
326407,ConocoPhillips Canada Resources Corp,ConocoPhillips Canada Resources Corp
326426,Barilla Canada Inc.,null
326446,Peoples Trust,null
326447,Nordion (Canada) Inc.,null
326466,Canadian Medical Association,Association médicale canadienne
326467,Canadian Medical Association,Association médicale canadienne
326468,Canadian Medical Association,Association médicale canadienne
326486,United Way Centraide Canada,null
326487,United Way Centraide Canada,null
326506,Pediapharm Inc.,null
